"","Year","Drug","Country","DDD","Population","Class","Region","DDDPTPD","x","pt","rate","lower","upper","conf.level"
"57",2008,"Gabapentin","TUNISIA",245597,10414.425,"Gabapentinoids","Northern Africa",0.0645650566178433,245597,3803868.73125,0.0645650566178433,0.0643097076548585,0.0648204055808281,0.95
"58",2008,"Gabapentin","TÜRKIYE",30213883,70418.612,"Gabapentinoids","Western Asia",1.17470510997671,30213883,25720398.033,1.17470510997671,1.17428624535787,1.17512397459555,0.95
"59",2008,"Gabapentin","UNITED ARAB EMIRATES",259117,7089.486,"Gabapentinoids","Western Asia",0.100067012250156,259117,2589434.7615,0.100067012250156,0.0996817192929203,0.100452305207391,0.95
"60",2008,"Gabapentin","UNITED KINGDOM",35911795,62145.098,"Gabapentinoids","Northern Europe",1.58212215238725,35911795,22698497.0445,1.58212215238725,1.58160470101164,1.58263960376286,0.95
"61",2008,"Gabapentin","UNITED STATES",416786060,303486.022,"Gabapentinoids","Northern America",3.75996902564655,416786060,110848269.5355,3.75996902564655,3.75960805177633,3.76032999951676,0.95
"62",2008,"Gabapentin","URUGUAY",238704,3340.221,"Gabapentinoids","Central and South America and the Caribbean",0.195656495271295,238704,1220015.72025,0.195656495271295,0.194871598554208,0.196441391988383,0.95
"63",2008,"Gabapentin","VENEZUELA",4538485,27635.827,"Gabapentinoids","Central and South America and the Caribbean",0.449622684699728,4538485,10093985.81175,0.449622684699728,0.449209027246995,0.450036342152462,0.95
"64",2008,"Gabapentin Enacarbil","JAPAN",0,128538.644,"Gabapentinoids","Eastern Asia",0,0,46948739.721,0,0,0,0.95
"65",2008,"Gabapentin Enacarbil","PUERTO RICO",0,3608.03,"Gabapentinoids","Central and South America and the Caribbean",0,0,1317832.9575,0,0,0,0.95
"66",2008,"Gabapentin Enacarbil","UNITED STATES",0,303486.022,"Gabapentinoids","Northern America",0,0,110848269.5355,0,0,0,0.95
"67",2008,"Pregabalin","ALGERIA",899628,34730.604,"Gabapentinoids","Northern Africa",0.0709186407448047,899628,12685353.111,0.0709186407448047,0.0707720937178508,0.0710651877717586,0.95
"68",2008,"Pregabalin","ARGENTINA",1556305,40080.159,"Gabapentinoids","Central and South America and the Caribbean",0.106310228691149,1556305,14639278.07475,0.106310228691149,0.106143205880747,0.106477251501551,0.95
"69",2008,"Pregabalin","AUSTRALIA",3079944,21332.293,"Gabapentinoids","Australia and New Zealand",0.395289297063508,3079944,7791620.01825,0.395289297063508,0.394847836679842,0.395730757447173,0.95
"70",2008,"Pregabalin","AUSTRIA",2123419,8341.525,"Gabapentinoids","Western Europe",0.696947426347252,2123419,3046742.00625,0.696947426347252,0.696010014883673,0.697884837810831,0.95
"71",2008,"Pregabalin","BELARUS",2553,9452.855,"Gabapentinoids","Eastern Europe",0.000739430897813227,2553,3452655.28875,0.000739430897813227,0.000710748181493584,0.00076811361413287,0.95
"72",2008,"Pregabalin","BELGIUM",3617592,10778.764,"Gabapentinoids","Western Europe",0.918883380758944,3617592,3936943.551,0.918883380758944,0.917936492578443,0.919830268939444,0.95
"73",2008,"Pregabalin","BOSNIA AND HERZEGOVINA",0,3754.261,"Gabapentinoids","Southern Europe",0,0,1371243.83025,0,0,0,0.95
"74",2008,"Pregabalin","BRAZIL",0,192030.362,"Gabapentinoids","Central and South America and the Caribbean",0,0,70139089.7205,0,0,0,0.95
"75",2008,"Pregabalin","BULGARIA",48412,7524.084,"Gabapentinoids","Eastern Europe",0.0176160755656953,48412,2748171.681,0.0176160755656953,0.017459154682684,0.0177729964487067,0.95
"76",2008,"Pregabalin","CANADA",19324125,33337.638,"Gabapentinoids","Northern America",1.58699218108641,19324125,12176572.2795,1.58699218108641,1.58628460530604,1.58769975686678,0.95
"77",2008,"Pregabalin","CHILE",1030444,16708.255,"Gabapentinoids","Central and South America and the Caribbean",0.168850781634321,1030444,6102690.13875,0.168850781634321,0.168524765593488,0.169176797675153,0.95
"78",2008,"Pregabalin","CHINA",0,1353569.48,"Gabapentinoids","Eastern Asia",0,0,494391252.57,0,0,0,0.95
"79",2008,"Pregabalin","COLOMBIA",866397,44254.972,"Gabapentinoids","Central and South America and the Caribbean",0.0535999821312482,866397,16164128.523,0.0535999821312482,0.0534871184358178,0.0537128458266786,0.95
"80",2008,"Pregabalin","CROATIA",36484,4352.639,"Gabapentinoids","Southern Europe",0.0229487784577879,36484,1589801.39475,0.0229487784577879,0.0227132971490192,0.0231842597665566,0.95
"81",2008,"Pregabalin","CZECH REPUBLIC",1059068,10425.267,"Gabapentinoids","Eastern Europe",0.278129102825512,1059068,3807828.77175,0.278129102825512,0.277599399617749,0.278658806033276,0.95
"82",2008,"Pregabalin","ECUADOR",647737,14535.74,"Gabapentinoids","Central and South America and the Caribbean",0.122003231710569,647737,5309179.035,0.122003231710569,0.121706119792523,0.122300343628615,0.95
"83",2008,"Pregabalin","EGYPT",887595,79636.081,"Gabapentinoids","Northern Africa",0.030515096158543,887595,29087078.58525,0.030515096158543,0.0304516134555124,0.0305785788615736,0.95
"84",2008,"Pregabalin","ESTONIA",61968,1340.067,"Gabapentinoids","Northern Europe",0.126604966450933,61968,489459.47175,0.126604966450933,0.125608150236532,0.127601782665334,0.95
"85",2008,"Pregabalin","FINLAND",6106594,5319.452,"Gabapentinoids","Northern Europe",3.14298224508768,6106594,1942929.843,3.14298224508768,3.14048942752724,3.14547506264812,0.95
"86",2008,"Pregabalin","FRANCE",47743923,62209.207,"Gabapentinoids","Western Europe",2.10122815367707,47743923,22721912.85675,2.10122815367707,2.10063213173032,2.10182417562381,0.95
"87",2008,"Pregabalin","GERMANY",43080232,81065.751,"Gabapentinoids","Western Europe",1.45495780444979,43080232,29609265.55275,1.45495780444979,1.45452333477113,1.45539227412846,0.95
"88",2008,"Pregabalin","GREECE",5705741,11040.312,"Gabapentinoids","Southern Europe",1.4149480094423,5705741,4032473.958,1.4149480094423,1.4137870085685,1.4161090103161,0.95
"89",2008,"Pregabalin","HUNGARY",1772946,9991.867,"Gabapentinoids","Eastern Europe",0.485801262330925,1772946,3649529.42175,0.485801262330925,0.485086175177638,0.486516349484211,0.95
"90",2008,"Pregabalin","INDIA",36586805,1200669.762,"Gabapentinoids","Southern Asia",0.0834277800925403,36586805,438544630.5705,0.0834277800925403,0.0834007469499053,0.0834548132351753,0.95
"91",2008,"Pregabalin","IRELAND",2985916,4415.871,"Gabapentinoids","Northern Europe",1.85127520050072,2985916,1612896.88275,1.85127520050072,1.84917538913821,1.85337501186324,0.95
"92",2008,"Pregabalin","ITALY",18775848,58922.116,"Gabapentinoids","Southern Europe",0.872430824206529,18775848,21521302.869,0.872430824206529,0.872036204006805,0.872825444406252,0.95
"93",2008,"Pregabalin","JAPAN",0,128538.644,"Gabapentinoids","Eastern Asia",0,0,46948739.721,0,0,0,0.95
"94",2008,"Pregabalin","JORDAN",122185,6556.473,"Gabapentinoids","Western Asia",0.0510219897841013,122185,2394751.76325,0.0510219897841013,0.0507359038299786,0.0513080757382239,0.95
"95",2008,"Pregabalin","KAZAKHSTAN",0,15862.126,"Gabapentinoids","Central Asia",0,0,5793641.5215,0,0,0,0.95
"96",2008,"Pregabalin","KUWAIT",85113,2656.01,"Gabapentinoids","Western Asia",0.0877356237533648,85113,970107.6525,0.0877356237533648,0.0871462020681176,0.0883250454386121,0.95
"97",2008,"Pregabalin","LATVIA",66846,2171.248,"Gabapentinoids","Northern Europe",0.0842899446385822,66846,793048.332,0.0842899446385822,0.083650966283055,0.0849289229941095,0.95
"98",2008,"Pregabalin","LEBANON",279325,4764.745,"Gabapentinoids","Western Asia",0.160501804632918,279325,1740323.11125,0.160501804632918,0.159906590674767,0.16109701859107,0.95
"99",2008,"Pregabalin","LITHUANIA",150126,3212.867,"Gabapentinoids","Northern Europe",0.127930159346463,150126,1173499.67175,0.127930159346463,0.127283027049269,0.128577291643657,0.95
"100",2008,"Pregabalin","LUXEMBOURG",424844,485.403,"Gabapentinoids","Western Europe",2.3962758363841,424844,177293.44575,2.3962758363841,2.389070236299,2.4034814364692,0.95
"101",2008,"Pregabalin","MEXICO",8399470,110815.272,"Gabapentinoids","Central and South America and the Caribbean",0.207520995400277,8399470,40475278.098,0.207520995400277,0.207380654521619,0.207661336278936,0.95
"102",2008,"Pregabalin","MOROCCO",186849,31536.807,"Gabapentinoids","Northern Africa",0.0162211945465768,186849,11518818.75675,0.0162211945465768,0.01614764406256,0.0162947450305936,0.95
"103",2008,"Pregabalin","NETHERLANDS",0,16568.105,"Gabapentinoids","Western Europe",0,0,6051500.35125,0,0,0,0.95
"104",2008,"Pregabalin","NEW ZEALAND",17934,4278.156,"Gabapentinoids","Australia and New Zealand",0.0114770513315613,17934,1562596.479,0.0114770513315613,0.0113090781948126,0.0116450244683101,0.95
"105",2008,"Pregabalin","NORWAY",3922426,4771.014,"Gabapentinoids","Northern Europe",2.25088778015898,3922426,1742612.8635,2.25088778015898,2.24866024506474,2.25311531525322,0.95
"106",2008,"Pregabalin","PAKISTAN",2701389,171648.984,"Gabapentinoids","Southern Asia",0.0430879334537745,2701389,62694791.406,0.0430879334537745,0.0430365515498424,0.0431393153577066,0.95
"107",2008,"Pregabalin","PERU",265960,28562.321,"Gabapentinoids","Central and South America and the Caribbean",0.0254936843313838,265960,10432387.74525,0.0254936843313838,0.0253967957643399,0.0255905728984276,0.95
"108",2008,"Pregabalin","PHILIPPINES",858137,90901.967,"Gabapentinoids","South-eastern Asia",0.0258459870391713,858137,33201943.44675,0.0258459870391713,0.0257913027086767,0.025900671369666,0.95
"109",2008,"Pregabalin","POLAND",59482,38356.786,"Gabapentinoids","Eastern Europe",0.00424573739103666,59482,14009816.0865,0.00424573739103666,0.00421161743694056,0.00427985734513277,0.95
"110",2008,"Pregabalin","PORTUGAL",7015053,10595.312,"Gabapentinoids","Southern Europe",1.81270437131284,7015053,3869937.708,1.81270437131284,1.81136296731982,1.81404577530586,0.95
"111",2008,"Pregabalin","PUERTO RICO",1618658,3608.03,"Gabapentinoids","Central and South America and the Caribbean",1.22827251419685,1618658,1317832.9575,1.22827251419685,1.22638032187668,1.23016470651703,0.95
"112",2008,"Pregabalin","ROMANIA",1859931,20829.521,"Gabapentinoids","Eastern Europe",0.244470986748154,1859931,7607982.54525,0.244470986748154,0.244119647231109,0.244822326265199,0.95
"113",2008,"Pregabalin","RUSSIA",706392,143248.764,"Gabapentinoids","Eastern Europe",0.0135009604217166,706392,52321611.051,0.0135009604217166,0.0134694764242286,0.0135324444192046,0.95
"114",2008,"Pregabalin","SAUDI ARABIA",2417542,25888.535,"Gabapentinoids","Western Asia",0.255667973009091,2417542,9455787.40875,0.255667973009091,0.255345690003361,0.255990256014821,0.95
"115",2008,"Pregabalin","SERBIA",0,9060.105,"Gabapentinoids","Southern Europe",0,0,3309203.35125,0,0,0,0.95
"116",2008,"Pregabalin","SLOVAKIA",1541568,5399.362,"Gabapentinoids","Eastern Europe",0.781681828745259,1541568,1972116.9705,0.781681828745259,0.780447881013444,0.782915776477074,0.95
"117",2008,"Pregabalin","SLOVENIA",795084,2023.049,"Gabapentinoids","Southern Europe",1.07601019809018,795084,738918.64725,1.07601019809018,1.0736450519993,1.07837534418106,0.95
"118",2008,"Pregabalin","SOUTH AFRICA",1170674,49779.472,"Gabapentinoids","Southern Africa",0.0643865955905496,1170674,18181952.148,0.0643865955905496,0.0642699614839447,0.0645032296971544,0.95
"119",2008,"Pregabalin","SOUTH KOREA",5482537,49182.458,"Gabapentinoids","Eastern Asia",0.305197601976926,5482537,17963892.7845,0.305197601976926,0.304942132850871,0.305453071102981,0.95
"120",2008,"Pregabalin","SPAIN",34063078,46068.811,"Gabapentinoids","Southern Europe",2.02435493536923,34063078,16826633.21775,2.02435493536923,2.02367511713784,2.02503475360061,0.95
"121",2008,"Pregabalin","SWEDEN",7097295,9236.433,"Gabapentinoids","Northern Europe",2.10377043846458,7097295,3373607.15325,2.10377043846458,2.10222269132268,2.10531818560648,0.95
"122",2008,"Pregabalin","SWITZERLAND",3429391,7622.826,"Gabapentinoids","Western Europe",1.23171653776877,3429391,2784237.1965,1.23171653776877,1.23041291972901,1.23302015580853,0.95
"123",2008,"Pregabalin","TUNISIA",219773,10414.425,"Gabapentinoids","Northern Africa",0.0577761788135575,219773,3803868.73125,0.0577761788135575,0.0575346273139946,0.0580177303131203,0.95
"124",2008,"Pregabalin","TÜRKIYE",5254242,70418.612,"Gabapentinoids","Western Asia",0.204283074984246,5254242,25720398.033,0.204283074984246,0.20410840212004,0.204457747848453,0.95
