"","Drug","Region","Country","expcoef","explower","expupper","p-value"
"229","Gabapentin Enacarbil","Central and South America and the Caribbean","Central and South America and the Caribbean",5.92605471644858,-96.8549760681235,3467.64505162204,0.869446281581904
"230","Pregabalin","Northern Africa","Northern Africa",42.9786597478272,31.0860995395307,55.9501519619183,0.000000000348049145060259
"231","Pregabalin","Central and South America and the Caribbean","Central and South America and the Caribbean",17.7761068224791,12.9425345945309,22.8165401817687,0.0000000000087145846094927
"232","Pregabalin","Australia and New Zealand","Australia and New Zealand",39.9684823996964,26.5903549833815,54.7604165249872,0.00000113479865060384
"233","Pregabalin","Western Europe","Western Europe",11.0049968969622,8.81951984464235,13.2343659821916,0.00000000000000111022302462516
"234","Pregabalin","Eastern Europe","Eastern Europe",31.1795520207159,18.4638113960135,45.2601825449522,0.00000102971124538165
"235","Pregabalin","Northern America","Northern America",7.52550076356686,3.75974399925758,11.4279282969178,0.000423349217300251
"236","Pregabalin","Southern Europe","Southern Europe",24.5573800880108,17.403766932574,32.1468751790504,0.000000000188093873809692
"237","Pregabalin","Northern Europe","Northern Europe",14.0229364341674,10.0799554229556,18.1071520524886,0.000000000115301990177841
"238","Pregabalin","Southern Asia","Southern Asia",20.1895378056109,13.4197587679743,27.3633902491183,0.00000237327138208343
"239","Pregabalin","Western Asia","Western Asia",20.9996347401564,12.3772118387198,30.2836346239256,0.00000303973113124911
"240","Pregabalin","South-eastern Asia","South-eastern Asia",15.7785739198508,13.3979731739196,18.2091513959908,0.0000000000352387008462074
"241","Pregabalin","Southern Africa","Southern Africa",16.9288930304609,5.03565082127559,30.168813335515,0.00925553581327065
"242","Pregabalin","Eastern Asia","Eastern Asia",59.1401093904781,25.2706213003445,102.166909958031,0.000408565933891047
"243","Pregabalin","Central Asia","Central Asia",34.9686057300576,-1.40965857358134,84.7698696358747,0.0581371209039878
"Year","Gabapentinoids","Multinational","Multinational",17.2033853565496,15.5232976194568,18.9079070810935,0
"Year1","Gabapentin","Multinational","Multinational",8.69812885718808,6.86304997653437,10.5647201689296,0
"Year2","Pregabalin","Multinational","Multinational",23.1363356717266,20.0722076629508,26.2786572994664,0
"Year3","Gabapentin Enacarbil","Multinational","Multinational",35.8554506971695,13.466789402274,62.6617231469948,0.00262741269267375
