"","Year","Drug","Country","DDD","Population","Class","Region","DDDPTPD"
"751",2013,"Pregabalin","ESTONIA",163680,1319.068,"Gabapentinoids","Northern Europe",0.339733369953469
"752",2013,"Pregabalin","FINLAND",10678633,5438.984,"Gabapentinoids","Northern Europe",5.37536123741949
"753",2013,"Pregabalin","FRANCE",86012211,63893.521,"Gabapentinoids","Western Europe",3.68564129670241
"754",2013,"Pregabalin","GERMANY",83649445,81174.373,"Gabapentinoids","Western Europe",2.82133006233893
"755",2013,"Pregabalin","GREECE",9118888,10740.501,"Gabapentinoids","Southern Europe",2.32448697584679
"756",2013,"Pregabalin","HUNGARY",3837903,9833.923,"Gabapentinoids","Eastern Europe",1.0685060020794
"757",2013,"Pregabalin","INDIA",112471420.583333,1280842.119,"Gabapentinoids","Southern Asia",0.240412118563338
"758",2013,"Pregabalin","IRELAND",10137886,4615.426,"Gabapentinoids","Northern Europe",6.01375022911331
"759",2013,"Pregabalin","ITALY",38688850,60166.828,"Gabapentinoids","Southern Europe",1.76050993457285
"760",2013,"Pregabalin","JAPAN",102739210,128314.189,"Gabapentinoids","Eastern Asia",2.19215528040964
"761",2013,"Pregabalin","JORDAN",968313,8518.992,"Gabapentinoids","Western Asia",0.311198379953901
"762",2013,"Pregabalin","KAZAKHSTAN",177674,17026.118,"Gabapentinoids","Central Asia",0.0285705115372106
"763",2013,"Pregabalin","KUWAIT",888496,3526.382,"Gabapentinoids","Western Asia",0.689820181977938
"764",2013,"Pregabalin","LATVIA",70043,2044.95,"Gabapentinoids","Northern Europe",0.0937760251757225
"765",2013,"Pregabalin","LEBANON",1106128,5913.016,"Gabapentinoids","Western Asia",0.512160531185584
"766",2013,"Pregabalin","LITHUANIA",777393,3008.938,"Gabapentinoids","Northern Europe",0.707354567279547
"767",2013,"Pregabalin","LUXEMBOURG",668840,542.554,"Gabapentinoids","Western Europe",3.37511864342616
"768",2013,"Pregabalin","MEXICO",7908391,118827.158,"Gabapentinoids","Central and South America and the Caribbean",0.182214191509137
"769",2013,"Pregabalin","MOROCCO",629953,33715.705,"Gabapentinoids","Northern Africa",0.0511547160857597
"770",2013,"Pregabalin","NETHERLANDS",14904474,16843.512,"Gabapentinoids","Western Europe",2.42266730790407
"771",2013,"Pregabalin","NEW ZEALAND",124726,4518.519,"Gabapentinoids","Australia and New Zealand",0.0755736951146689
"772",2013,"Pregabalin","NORWAY",5049958,5079.46,"Gabapentinoids","Northern Europe",2.72194908224182
"773",2013,"Pregabalin","PAKISTAN",12868260,191260.799,"Gabapentinoids","Southern Asia",0.184205942640763
"774",2013,"Pregabalin","PERU",1000624,29773.986,"Gabapentinoids","Central and South America and the Caribbean",0.0920118389933841
"775",2013,"Pregabalin","PHILIPPINES",2107062,98871.558,"Gabapentinoids","South-eastern Asia",0.0583466213330647
"776",2013,"Pregabalin","POLAND",222019,38158.043,"Gabapentinoids","Eastern Europe",0.015929928427102
"777",2013,"Pregabalin","PORTUGAL",11996394,10473.025,"Gabapentinoids","Southern Europe",3.13608883351723
"778",2013,"Pregabalin","PUERTO RICO",1618684,3503.865,"Gabapentinoids","Central and South America and the Caribbean",1.26480765198378
"779",2013,"Pregabalin","ROMANIA",1447531,20132.78,"Gabapentinoids","Eastern Europe",0.196849311806324
"780",2013,"Pregabalin","RUSSIA",36875215,144325.456,"Gabapentinoids","Eastern Europe",0.699522033129176
"781",2013,"Pregabalin","SAUDI ARABIA",10305907,30052.058,"Gabapentinoids","Western Asia",0.938905268719375
"782",2013,"Pregabalin","SERBIA",515578,8918.892,"Gabapentinoids","Southern Europe",0.158268048668825
"783",2013,"Pregabalin","SLOVAKIA",4480070,5421.721,"Gabapentinoids","Eastern Europe",2.26233758172118
"784",2013,"Pregabalin","SLOVENIA",1701549,2063.12,"Gabapentinoids","Southern Europe",2.25803020134255
"785",2013,"Pregabalin","SOUTH AFRICA",3837417,53687.125,"Gabapentinoids","Southern Africa",0.195694501316733
"786",2013,"Pregabalin","SOUTH KOREA",20903192,50345.72,"Gabapentinoids","Eastern Asia",1.13673656213028
"787",2013,"Pregabalin","SPAIN",72745609,46930.554,"Gabapentinoids","Southern Europe",4.24385833717314
"788",2013,"Pregabalin","SWEDEN",11536122,9618.016,"Gabapentinoids","Northern Europe",3.28385611940674
"789",2013,"Pregabalin","SWITZERLAND",7910149,8108.876,"Gabapentinoids","Western Europe",2.67075334065809
"790",2013,"Pregabalin","TAIWAN",803488,23421.582,"Gabapentinoids","Eastern Asia",0.0939232137799743
"791",2013,"Pregabalin","THAILAND",3064703,68144.519,"Gabapentinoids","South-eastern Asia",0.123130952334936
"792",2013,"Pregabalin","TUNISIA",1423154,10952.949,"Gabapentinoids","Northern Africa",0.355738285562199
"793",2013,"Pregabalin","TÜRKIYE",28515053,75925.454,"Gabapentinoids","Western Asia",1.02824489269651
"794",2013,"Pregabalin","UNITED ARAB EMIRATES",1624434,9197.908,"Gabapentinoids","Western Asia",0.483529287914616
"795",2013,"Pregabalin","UNITED KINGDOM",99713309,64984.015,"Gabapentinoids","Northern Europe",4.20103561673123
"796",2013,"Pregabalin","UNITED STATES",257832534,316400.539,"Gabapentinoids","Northern America",2.23105500512489
"797",2013,"Pregabalin","URUGUAY",949833,3389.436,"Gabapentinoids","Central and South America and the Caribbean",0.767237093927735
"798",2013,"Pregabalin","VENEZUELA",6642417,29781.046,"Gabapentinoids","Central and South America and the Caribbean",0.610655066041322
"799",2014,"Gabapentin","ALGERIA",44651,38923.688,"Gabapentinoids","Northern Africa",0.0031407038175888
"800",2014,"Gabapentin","ARGENTINA",2003005,42637.508,"Gabapentinoids","Central and South America and the Caribbean",0.128617479611602
"801",2014,"Gabapentin","AUSTRALIA",5566622,23596.426,"Gabapentinoids","Australia and New Zealand",0.64588511939761
"802",2014,"Gabapentin","AUSTRIA",6850320,8615.205,"Gabapentinoids","Western Europe",2.17698290453991
"803",2014,"Gabapentin","BELARUS",105154,9431.742,"Gabapentinoids","Eastern Europe",0.0305241557360336
"804",2014,"Gabapentin","BELGIUM",4165465,11221.225,"Gabapentinoids","Western Europe",1.01632590283336
"805",2014,"Gabapentin","BOSNIA AND HERZEGOVINA",180678,3482.106,"Gabapentinoids","Southern Europe",0.142060409567501
"806",2014,"Gabapentin","BRAZIL",7872291,202763.744,"Gabapentinoids","Central and South America and the Caribbean",0.106296903409334
"807",2014,"Gabapentin","BULGARIA",1290235,7245.648,"Gabapentinoids","Eastern Europe",0.487530019445519
"808",2014,"Gabapentin","CANADA",50435634,35664.338,"Gabapentinoids","Northern America",3.87180158079498
"809",2014,"Gabapentin","CHILE",131020,17758.969,"Gabapentinoids","Central and South America and the Caribbean",0.0201989884733763
"810",2014,"Gabapentin","CHINA",8069440,1399453.966,"Gabapentinoids","Eastern Asia",0.0157868162815405
"811",2014,"Gabapentin","COLOMBIA",257768,46967.706,"Gabapentinoids","Central and South America and the Caribbean",0.0150258631259842
"812",2014,"Gabapentin","CROATIA",285548,4255.518,"Gabapentinoids","Southern Europe",0.183711552051712
"813",2014,"Gabapentin","CZECH REPUBLIC",6630597,10591.104,"Gabapentinoids","Eastern Europe",1.7140408795538
"814",2014,"Gabapentin","ECUADOR",252934,15951.832,"Gabapentinoids","Central and South America and the Caribbean",0.0434116627477315
"815",2014,"Gabapentin","EGYPT",4105260,90424.668,"Gabapentinoids","Northern Africa",0.124297822386054
"816",2014,"Gabapentin","ESTONIA",306308,1316.273,"Gabapentinoids","Northern Europe",0.63712132582288
"817",2014,"Gabapentin","FINLAND",3261577,5461.41,"Gabapentinoids","Northern Europe",1.63505599410078
"818",2014,"Gabapentin","FRANCE",29634180,64193.55,"Gabapentinoids","Western Europe",1.26389587488173
"819",2014,"Gabapentin","GERMANY",50137350,81450.37,"Gabapentinoids","Western Europe",1.68530337139313
"820",2014,"Gabapentin","GREECE",3767692,10701.46,"Gabapentinoids","Southern Europe",0.963922540276871
"821",2014,"Gabapentin","HUNGARY",2185568,9804.991,"Gabapentinoids","Eastern Europe",0.610276854831456
"822",2014,"Gabapentin","INDIA",30153561.3888889,1295600.768,"Gabapentinoids","Southern Asia",0.0637202090508529
"823",2014,"Gabapentin","IRELAND",1696200,4626.852,"Gabapentinoids","Northern Europe",1.00369376524978
"824",2014,"Gabapentin","ITALY",12177538,60409.622,"Gabapentinoids","Southern Europe",0.551903503031869
"825",2014,"Gabapentin","JAPAN",4857490,128168.63,"Gabapentinoids","Eastern Asia",0.103762385694427
"826",2014,"Gabapentin","JORDAN",287810,8918.822,"Gabapentinoids","Western Asia",0.0883503264270203
"827",2014,"Gabapentin","KAZAKHSTAN",171746,17302.619,"Gabapentinoids","Central Asia",0.0271759391619725
"828",2014,"Gabapentin","KUWAIT",138524,3690.939,"Gabapentinoids","Western Asia",0.102753809379317
"829",2014,"Gabapentin","LATVIA",956535,2021.22,"Gabapentinoids","Northern Europe",1.29567790872315
"830",2014,"Gabapentin","LEBANON",771156,6261.046,"Gabapentinoids","Western Asia",0.337213631971661
"831",2014,"Gabapentin","LITHUANIA",364130,2971.498,"Gabapentinoids","Northern Europe",0.335498663340313
"832",2014,"Gabapentin","LUXEMBOURG",134895,554.512,"Gabapentinoids","Western Europe",0.666031360782426
"833",2014,"Gabapentin","MEXICO",3916167.66666667,120355.137,"Gabapentinoids","Central and South America and the Caribbean",0.0890853767938847
"834",2014,"Gabapentin","MOROCCO",388591,34192.358,"Gabapentinoids","Northern Africa",0.0311152619314073
"835",2014,"Gabapentin","NETHERLANDS",4309127,16892.517,"Gabapentinoids","Western Europe",0.698400762231122
"836",2014,"Gabapentin","NEW ZEALAND",4067136,4567.522,"Gabapentinoids","Australia and New Zealand",2.43791086260193
"837",2014,"Gabapentin","NORWAY",4149920,5142.269,"Gabapentinoids","Northern Europe",2.2095035748879
"838",2014,"Gabapentin","PAKISTAN",3016308,195305.012,"Gabapentinoids","Southern Asia",0.0422836114007809
"839",2014,"Gabapentin","PERU",173816,30090.372,"Gabapentinoids","Central and South America and the Caribbean",0.0158151010036085
"840",2014,"Gabapentin","PHILIPPINES",998153,100513.137,"Gabapentinoids","South-eastern Asia",0.0271884258943014
"841",2014,"Gabapentin","POLAND",4635763,38091.095,"Gabapentinoids","Eastern Europe",0.333201956481111
"842",2014,"Gabapentin","PORTUGAL",4815419,10418.224,"Gabapentinoids","Southern Europe",1.26546508306223
"843",2014,"Gabapentin","PUERTO RICO",12794727,3453.667,"Gabapentinoids","Central and South America and the Caribbean",10.1428578343223
"844",2014,"Gabapentin","ROMANIA",6161172,20035.928,"Gabapentinoids","Eastern Europe",0.841906080409965
"845",2014,"Gabapentin","RUSSIA",1912125,144664.837,"Gabapentinoids","Eastern Europe",0.0361878742955689
"846",2014,"Gabapentin","SAUDI ARABIA",1411139,30916.603,"Gabapentinoids","Western Asia",0.12496482947699
"847",2014,"Gabapentin","SERBIA",295227,8898.284,"Gabapentinoids","Southern Europe",0.0908363314019477
"848",2014,"Gabapentin","SLOVAKIA",2816751,5428.798,"Gabapentinoids","Eastern Europe",1.42054354251257
"849",2014,"Gabapentin","SLOVENIA",256805,2067.488,"Gabapentinoids","Southern Europe",0.340071512574418
"850",2014,"Gabapentin","SOUTH AFRICA",1158319,54544.184,"Gabapentinoids","Southern Africa",0.0581419383943862
"851",2014,"Gabapentin","SOUTH KOREA",15093940,50607.904,"Gabapentinoids","Eastern Asia",0.816571172556854
"852",2014,"Gabapentin","SPAIN",32228380,46777.927,"Gabapentinoids","Southern Europe",1.8862848614688
"853",2014,"Gabapentin","SWEDEN",8327771,9692.137,"Gabapentinoids","Northern Europe",2.35244243734956
"854",2014,"Gabapentin","SWITZERLAND",1533791,8206.003,"Gabapentinoids","Western Europe",0.511734019186458
"855",2014,"Gabapentin","TAIWAN",1644768,23491.976,"Gabapentinoids","Eastern Asia",0.191687977352339
"856",2014,"Gabapentin","THAILAND",12144739,68438.748,"Gabapentinoids","South-eastern Asia",0.485842950117438
"857",2014,"Gabapentin","TUNISIA",497375,11063.195,"Gabapentinoids","Northern Africa",0.12308727589542
"858",2014,"Gabapentin","TÜRKIYE",72558472,77229.262,"Gabapentinoids","Western Asia",2.57226683945656
"859",2014,"Gabapentin","UNITED ARAB EMIRATES",301749,9214.182,"Gabapentinoids","Western Asia",0.0896600194316028
"860",2014,"Gabapentin","UNITED KINGDOM",107317038,65423.048,"Gabapentinoids","Northern Europe",4.49104781790334
"861",2014,"Gabapentin","UNITED STATES",921979464,318673.422,"Gabapentinoids","Northern America",7.92109422050275
"862",2014,"Gabapentin","URUGUAY",548598,3400.439,"Gabapentinoids","Central and South America and the Caribbean",0.4417016350298
"863",2014,"Gabapentin","VENEZUELA",9179869,30042.973,"Gabapentinoids","Central and South America and the Caribbean",0.836572051887793
"864",2014,"Gabapentin Enacarbil","JAPAN",2059708,128168.63,"Gabapentinoids","Eastern Asia",0.043998076355051
"865",2014,"Gabapentin Enacarbil","PUERTO RICO",0,3453.667,"Gabapentinoids","Central and South America and the Caribbean",0
"866",2014,"Gabapentin Enacarbil","UNITED STATES",2622825,318673.422,"Gabapentinoids","Northern America",0.0225337382882208
"867",2014,"Pregabalin","ALGERIA",12433520,38923.688,"Gabapentinoids","Northern Africa",0.874560563706675
"868",2014,"Pregabalin","ARGENTINA",14821143,42637.508,"Gabapentinoids","Central and South America and the Caribbean",0.951699100912451
"869",2014,"Pregabalin","AUSTRALIA",47072715,23596.426,"Gabapentinoids","Australia and New Zealand",5.4617622946456
"870",2014,"Pregabalin","AUSTRIA",7324737,8615.205,"Gabapentinoids","Western Europe",2.32774924810096
"871",2014,"Pregabalin","BELARUS",50283,9431.742,"Gabapentinoids","Eastern Europe",0.0145961744001653
"872",2014,"Pregabalin","BELGIUM",8591993,11221.225,"Gabapentinoids","Western Europe",2.09634819710713
"873",2014,"Pregabalin","BOSNIA AND HERZEGOVINA",22866,3482.106,"Gabapentinoids","Southern Europe",0.0179786876386194
"874",2014,"Pregabalin","BRAZIL",14138445,202763.744,"Gabapentinoids","Central and South America and the Caribbean",0.190906677931898
"875",2014,"Pregabalin","BULGARIA",274991,7245.648,"Gabapentinoids","Eastern Europe",0.103908487661041
"876",2014,"Pregabalin","CANADA",55140169,35664.338,"Gabapentinoids","Northern America",4.23295548340886
"877",2014,"Pregabalin","CHILE",3669378,17758.969,"Gabapentinoids","Central and South America and the Caribbean",0.565697786036183
"878",2014,"Pregabalin","CHINA",1309078,1399453.966,"Gabapentinoids","Eastern Asia",0.00256104189190409
"879",2014,"Pregabalin","COLOMBIA",1854938,46967.706,"Gabapentinoids","Central and South America and the Caribbean",0.108128411964196
"880",2014,"Pregabalin","CROATIA",678971,4255.518,"Gabapentinoids","Southern Europe",0.436826089512457
"881",2014,"Pregabalin","CZECH REPUBLIC",5963971,10591.104,"Gabapentinoids","Eastern Europe",1.54171488607637
"882",2014,"Pregabalin","ECUADOR",2201501,15951.832,"Gabapentinoids","Central and South America and the Caribbean",0.377848841795858
"883",2014,"Pregabalin","EGYPT",19884159,90424.668,"Gabapentinoids","Northern Africa",0.602046560675344
"884",2014,"Pregabalin","ESTONIA",212998,1316.273,"Gabapentinoids","Northern Europe",0.443036316902013
"885",2014,"Pregabalin","FINLAND",9781558,5461.41,"Gabapentinoids","Northern Europe",4.90357733070366
"886",2014,"Pregabalin","FRANCE",94134487,64193.55,"Gabapentinoids","Western Europe",4.01482982837414
"887",2014,"Pregabalin","GERMANY",90012265,81450.37,"Gabapentinoids","Western Europe",3.02564801831831
"888",2014,"Pregabalin","GREECE",9065948,10701.46,"Gabapentinoids","Southern Europe",2.31942303834231
"889",2014,"Pregabalin","HUNGARY",4222782,9804.991,"Gabapentinoids","Eastern Europe",1.17912877457891
"890",2014,"Pregabalin","INDIA",126480146.666667,1295600.768,"Gabapentinoids","Southern Asia",0.267276600678827
"891",2014,"Pregabalin","IRELAND",11146313,4626.852,"Gabapentinoids","Northern Europe",6.59561659216045
"892",2014,"Pregabalin","ITALY",42054334,60409.622,"Gabapentinoids","Southern Europe",1.90596278593195
"893",2014,"Pregabalin","JAPAN",130935968,128168.63,"Gabapentinoids","Eastern Asia",2.79696477252432
"894",2014,"Pregabalin","JORDAN",1596547,8918.822,"Gabapentinoids","Western Asia",0.49009919254397
"895",2014,"Pregabalin","KAZAKHSTAN",252261,17302.619,"Gabapentinoids","Central Asia",0.0399160946335772
"896",2014,"Pregabalin","KUWAIT",775572,3690.939,"Gabapentinoids","Western Asia",0.575300868065719
"897",2014,"Pregabalin","LATVIA",74226,2021.22,"Gabapentinoids","Northern Europe",0.100543094035121
"898",2014,"Pregabalin","LEBANON",1327993,6261.046,"Gabapentinoids","Western Asia",0.580709146739366
"899",2014,"Pregabalin","LITHUANIA",943287,2971.498,"Gabapentinoids","Northern Europe",0.869116874869671
"900",2014,"Pregabalin","LUXEMBOURG",716563,554.512,"Gabapentinoids","Western Europe",3.53796234090469
"901",2014,"Pregabalin","MEXICO",9056768,120355.137,"Gabapentinoids","Central and South America and the Caribbean",0.2060242713003
"902",2014,"Pregabalin","MOROCCO",684718,34192.358,"Gabapentinoids","Northern Africa",0.0548267456506953
"903",2014,"Pregabalin","NETHERLANDS",16491393,16892.517,"Gabapentinoids","Western Europe",2.67283870757418
"904",2014,"Pregabalin","NEW ZEALAND",144942,4567.522,"Gabapentinoids","Australia and New Zealand",0.0868807131719346
"905",2014,"Pregabalin","NORWAY",5375541,5142.269,"Gabapentinoids","Northern Europe",2.86204964347662
"906",2014,"Pregabalin","PAKISTAN",14707845,195305.012,"Gabapentinoids","Southern Asia",0.206179475876773
"907",2014,"Pregabalin","PERU",1150620,30090.372,"Gabapentinoids","Central and South America and the Caribbean",0.104692154443619
"908",2014,"Pregabalin","PHILIPPINES",2490774,100513.137,"Gabapentinoids","South-eastern Asia",0.0678455350216377
"909",2014,"Pregabalin","POLAND",539490,38091.095,"Gabapentinoids","Eastern Europe",0.0387765991276937
"910",2014,"Pregabalin","PORTUGAL",13753624,10418.224,"Gabapentinoids","Southern Europe",3.61437518470701
"911",2014,"Pregabalin","PUERTO RICO",1573228,3453.667,"Gabapentinoids","Central and South America and the Caribbean",1.24715657825096
"912",2014,"Pregabalin","ROMANIA",1278774,20035.928,"Gabapentinoids","Eastern Europe",0.174740715901158
"913",2014,"Pregabalin","RUSSIA",47613738,144664.837,"Gabapentinoids","Eastern Europe",0.901112618414671
"914",2014,"Pregabalin","SAUDI ARABIA",14318581,30916.603,"Gabapentinoids","Western Asia",1.26799630158154
"915",2014,"Pregabalin","SERBIA",994757,8898.284,"Gabapentinoids","Southern Europe",0.30606982598613
"916",2014,"Pregabalin","SLOVAKIA",4591790,5428.798,"Gabapentinoids","Eastern Europe",2.31573100819837
"917",2014,"Pregabalin","SLOVENIA",1977066,2067.488,"Gabapentinoids","Southern Europe",2.61811033694615
"918",2014,"Pregabalin","SOUTH AFRICA",4273535,54544.184,"Gabapentinoids","Southern Africa",0.21451051799742
"919",2014,"Pregabalin","SOUTH KOREA",22498262,50607.904,"Gabapentinoids","Eastern Asia",1.21713960581739
"920",2014,"Pregabalin","SPAIN",76556271,46777.927,"Gabapentinoids","Southern Europe",4.48073825112533
"921",2014,"Pregabalin","SWEDEN",11527411,9692.137,"Gabapentinoids","Northern Europe",3.25628200261152
"922",2014,"Pregabalin","SWITZERLAND",8748349,8206.003,"Gabapentinoids","Western Europe",2.91879910301718
"923",2014,"Pregabalin","TAIWAN",1449490,23491.976,"Gabapentinoids","Eastern Asia",0.168929482025697
"924",2014,"Pregabalin","THAILAND",3688006,68438.748,"Gabapentinoids","South-eastern Asia",0.147536453034587
"925",2014,"Pregabalin","TUNISIA",1606426,11063.195,"Gabapentinoids","Northern Africa",0.397548329263786
"926",2014,"Pregabalin","TÜRKIYE",42852185,77229.262,"Gabapentinoids","Western Asia",1.51915071301057
"927",2014,"Pregabalin","UNITED ARAB EMIRATES",2425431,9214.182,"Gabapentinoids","Western Asia",0.720679076285296
"928",2014,"Pregabalin","UNITED KINGDOM",120695606,65423.048,"Gabapentinoids","Northern Europe",5.0509196681036
"929",2014,"Pregabalin","UNITED STATES",271672156,318673.422,"Gabapentinoids","Northern America",2.33404411788842
"930",2014,"Pregabalin","URUGUAY",1157026,3400.439,"Gabapentinoids","Central and South America and the Caribbean",0.931575171568232
"931",2014,"Pregabalin","VENEZUELA",8296929,30042.973,"Gabapentinoids","Central and South America and the Caribbean",0.756108711126198
"932",2015,"Gabapentin","ALGERIA",394480,39728.02,"Gabapentinoids","Northern Africa",0.0271855324908684
"933",2015,"Gabapentin","ARGENTINA",2047985,43075.416,"Gabapentinoids","Central and South America and the Caribbean",0.130168849542503
"934",2015,"Gabapentin","AUSTRALIA",5692569,23932.499,"Gabapentinoids","Australia and New Zealand",0.65122344797565
"935",2015,"Gabapentin","AUSTRIA",6897812,8678.667,"Gabapentinoids","Western Europe",2.17604616166161
"936",2015,"Gabapentin","BELARUS",164083,9439.424,"Gabapentinoids","Eastern Europe",0.04759133297805
"937",2015,"Gabapentin","BELGIUM",4509448,11287.931,"Gabapentinoids","Western Europe",1.09375188033407
"938",2015,"Gabapentin","BOSNIA AND HERZEGOVINA",248231,3429.362,"Gabapentinoids","Southern Europe",0.198176640069082
"939",2015,"Gabapentin","BRAZIL",8352484,204471.759,"Gabapentinoids","Central and South America and the Caribbean",0.111838695992772
"940",2015,"Gabapentin","BULGARIA",1425050,7199.739,"Gabapentinoids","Eastern Europe",0.54190495852733
"941",2015,"Gabapentin","CANADA",54660402,36026.668,"Gabapentinoids","Northern America",4.15392355020612
"942",2015,"Gabapentin","CHILE",126398,17969.356,"Gabapentinoids","Central and South America and the Caribbean",0.0192582785822666
"943",2015,"Gabapentin","CHINA",10369657,1406847.868,"Gabapentinoids","Eastern Asia",0.0201802726687858
"944",2015,"Gabapentin","COLOMBIA",260017,47520.667,"Gabapentinoids","Central and South America and the Caribbean",0.0149805925097332
"945",2015,"Gabapentin","CROATIA",237046,4232.874,"Gabapentinoids","Southern Europe",0.153322914333504
"946",2015,"Gabapentin","CZECH REPUBLIC",7298133,10601.39,"Gabapentinoids","Eastern Europe",1.88477163642171
"947",2015,"Gabapentin","ECUADOR",265548,16212.022,"Gabapentinoids","Central and South America and the Caribbean",0.0448451649535977
"948",2015,"Gabapentin","EGYPT",4525428,92442.549,"Gabapentinoids","Northern Africa",0.134028612862132
"949",2015,"Gabapentin","ESTONIA",363424,1315.33,"Gabapentinoids","Northern Europe",0.756464677657087
"950",2015,"Gabapentin","FINLAND",3770673,5481.128,"Gabapentinoids","Northern Europe",1.88346997936698
"951",2015,"Gabapentin","FRANCE",30486542,64453.194,"Gabapentinoids","Western Europe",1.29501112096378
"952",2015,"Gabapentin","GERMANY",50155681,81787.411,"Gabapentinoids","Western Europe",1.67897197167663
"953",2015,"Gabapentin","GREECE",3952507,10659.737,"Gabapentinoids","Southern Europe",1.01516335732253
"954",2015,"Gabapentin","HUNGARY",2378198,9777.925,"Gabapentinoids","Eastern Europe",0.665903171302295
"955",2015,"Gabapentin","INDIA",35809286.1666667,1310152.392,"Gabapentinoids","Southern Asia",0.0748313577234968
"956",2015,"Gabapentin","IRELAND",1812809,4652.42,"Gabapentinoids","Northern Europe",1.06679976175198
"957",2015,"Gabapentin","ITALY",12420662,60578.489,"Gabapentinoids","Southern Europe",0.561353044533709
"958",2015,"Gabapentin","JAPAN",4524376,127985.139,"Gabapentinoids","Eastern Asia",0.0967851931065339
"959",2015,"Gabapentin","JORDAN",246384,9266.573,"Gabapentinoids","Western Asia",0.0727952640460239
"960",2015,"Gabapentin","KAZAKHSTAN",167315,17572.01,"Gabapentinoids","Central Asia",0.0260689303300537
"961",2015,"Gabapentin","KUWAIT",210666,3835.588,"Gabapentinoids","Western Asia",0.150373834187085
"962",2015,"Gabapentin","LATVIA",1162199,1997.675,"Gabapentinoids","Northern Europe",1.59281537134626
"963",2015,"Gabapentin","LEBANON",847673,6532.681,"Gabapentinoids","Western Asia",0.355260296696047
"964",2015,"Gabapentin","LITHUANIA",404393,2931.872,"Gabapentinoids","Northern Europe",0.377631661055023
"965",2015,"Gabapentin","LUXEMBOURG",143790,566.741,"Gabapentinoids","Western Europe",0.69463046555962
"966",2015,"Gabapentin","MEXICO",4162037,121858.251,"Gabapentinoids","Central and South America and the Caribbean",0.0935105844947908
"967",2015,"Gabapentin","MOROCCO",533593,34663.608,"Gabapentinoids","Northern Africa",0.0421450073823296
"968",2015,"Gabapentin","NETHERLANDS",4467785,16938.492,"Gabapentinoids","Western Europe",0.722149804066796
"969",2015,"Gabapentin","NEW ZEALAND",4802315,4614.527,"Gabapentinoids","Australia and New Zealand",2.84926752033443
"970",2015,"Gabapentin","NORWAY",5057260,5199.827,"Gabapentinoids","Northern Europe",2.66278537184635
"971",2015,"Gabapentin","PAKISTAN",2897960,199426.953,"Gabapentinoids","Southern Asia",0.0397849034331751
"972",2015,"Gabapentin","PERU",621560,30470.739,"Gabapentinoids","Central and South America and the Caribbean",0.0558482856372413
"973",2015,"Gabapentin","PHILIPPINES",1024427,102113.206,"Gabapentinoids","South-eastern Asia",0.0274668515285807
"974",2015,"Gabapentin","POLAND",5589098,38034.076,"Gabapentinoids","Eastern Europe",0.402326491608695
"975",2015,"Gabapentin","PORTUGAL",4971924,10368.346,"Gabapentinoids","Southern Europe",1.31287922268036
"976",2015,"Gabapentin","PUERTO RICO",14569575,3381.512,"Gabapentinoids","Central and South America and the Caribbean",11.7962977454849
"977",2015,"Gabapentin","ROMANIA",6952030,19925.182,"Gabapentinoids","Eastern Europe",0.95525455213739
"978",2015,"Gabapentin","RUSSIA",2399782,144985.059,"Gabapentinoids","Eastern Europe",0.0453167042380929
"979",2015,"Gabapentin","SAUDI ARABIA",2368503,31717.676,"Gabapentinoids","Western Asia",0.204447759756255
"980",2015,"Gabapentin","SERBIA",367853,8876.777,"Gabapentinoids","Southern Europe",0.113456339569971
"981",2015,"Gabapentin","SLOVAKIA",3109583,5435.614,"Gabapentinoids","Eastern Europe",1.56625806471957
"982",2015,"Gabapentin","SLOVENIA",252304,2071.199,"Gabapentinoids","Southern Europe",0.333512475139558
"983",2015,"Gabapentin","SOUTH AFRICA",1115018,55386.369,"Gabapentinoids","Southern Africa",0.0551174045904049
"984",2015,"Gabapentin","SOUTH KOREA",15555228,50823.087,"Gabapentinoids","Eastern Asia",0.837963526769228
"985",2015,"Gabapentin","SPAIN",33520573,46671.919,"Gabapentinoids","Southern Europe",1.96637141003714
"986",2015,"Gabapentin","SWEDEN",9772905,9764.949,"Gabapentinoids","Northern Europe",2.74008145324848
"987",2015,"Gabapentin","SWITZERLAND",1539623,8296.775,"Gabapentinoids","Western Europe",0.508059823538265
"988",2015,"Gabapentin","TAIWAN",1731985,23557.473,"Gabapentinoids","Eastern Asia",0.201291390445443
"989",2015,"Gabapentin","THAILAND",12767936,68714.519,"Gabapentinoids","South-eastern Asia",0.508723689496426
"990",2015,"Gabapentin","TUNISIA",391165,11179.951,"Gabapentinoids","Northern Africa",0.0957921374743528
"991",2015,"Gabapentin","TÜRKIYE",75004824,78529.413,"Gabapentinoids","Western Asia",2.61496945643927
"992",2015,"Gabapentin","UNITED ARAB EMIRATES",340775,9262.896,"Gabapentinoids","Western Asia",0.100723478055345
"993",2015,"Gabapentin","UNITED KINGDOM",123107054,65860.149,"Gabapentinoids","Northern Europe",5.11764321540503
"994",2015,"Gabapentin","UNITED STATES",1078551485,320878.312,"Gabapentinoids","Northern America",9.20259463397372
"995",2015,"Gabapentin","URUGUAY",453373,3412.013,"Gabapentinoids","Central and South America and the Caribbean",0.363793345721263
"996",2015,"Gabapentin","VENEZUELA",3868289,30081.827,"Gabapentinoids","Central and South America and the Caribbean",0.352066318428879
