"","Year","Drug","Country","DDD","Population","Class","Region","DDDPTPD"
"1319",2017,"Pregabalin","SPAIN",84135866,46647.425,"Gabapentinoids","Southern Europe",4.93813853506685
"1320",2017,"Pregabalin","SWEDEN",11805431,9904.895,"Gabapentinoids","Northern Europe",3.26318538013616
"1321",2017,"Pregabalin","SWITZERLAND",10991353,8455.797,"Gabapentinoids","Western Europe",3.55882295455967
"1322",2017,"Pregabalin","TAIWAN",2631525,23674.546,"Gabapentinoids","Eastern Asia",0.304323588406207
"1323",2017,"Pregabalin","THAILAND",4695037,69209.817,"Gabapentinoids","South-eastern Asia",0.18572958726454
"1324",2017,"Pregabalin","TUNISIA",3124147,11433.438,"Gabapentinoids","Northern Africa",0.748108165108902
"1325",2017,"Pregabalin","TÜRKIYE",96985758.5,81116.451,"Gabapentinoids","Western Asia",3.27347328410397
"1326",2017,"Pregabalin","UNITED ARAB EMIRATES",2144023,9487.206,"Gabapentinoids","Western Asia",0.618729587844865
"1327",2017,"Pregabalin","UNITED KINGDOM",181522220,66727.463,"Gabapentinoids","Northern Europe",7.44791920095878
"1328",2017,"Pregabalin","UNITED STATES",296337769,325084.758,"Gabapentinoids","Northern America",2.49574479931053
"1329",2017,"Pregabalin","URUGUAY",1724301,3436.645,"Gabapentinoids","Central and South America and the Caribbean",1.3736882483069
"1330",2017,"Pregabalin","VENEZUELA",4281202,29402.48,"Gabapentinoids","Central and South America and the Caribbean",0.398649782792864
"1331",2018,"Gabapentin","ALGERIA",1386782,42228.415,"Gabapentinoids","Northern Africa",0.0899110750493626
"1332",2018,"Gabapentin","ARGENTINA",2039065,44361.15,"Gabapentinoids","Central and South America and the Caribbean",0.125845603985999
"1333",2018,"Gabapentin","AUSTRALIA",6368698,24898.153,"Gabapentinoids","Australia and New Zealand",0.700314791715941
"1334",2018,"Gabapentin","AUSTRIA",6699978,8891.383,"Gabapentinoids","Western Europe",2.06306938313958
"1335",2018,"Gabapentin","BELARUS",415741,9452.615,"Gabapentinoids","Eastern Europe",0.120415019980512
"1336",2018,"Gabapentin","BELGIUM",3678048,11482.18,"Gabapentinoids","Western Europe",0.87700651025412
"1337",2018,"Gabapentin","BOSNIA AND HERZEGOVINA",443180,3323.929,"Gabapentinoids","Southern Europe",0.365038095531284
"1338",2018,"Gabapentin","BRAZIL",9192333,209469.32,"Gabapentinoids","Central and South America and the Caribbean",0.120147600324622
"1339",2018,"Gabapentin","BULGARIA",1111825,7051.61,"Gabapentinoids","Eastern Europe",0.431676021703292
"1340",2018,"Gabapentin","CANADA",65330239,37074.558,"Gabapentinoids","Northern America",4.82445256042374
"1341",2018,"Gabapentin","CHILE",146550,18729.166,"Gabapentinoids","Central and South America and the Caribbean",0.0214228456757877
"1342",2018,"Gabapentin","CHINA",17189707,1427647.789,"Gabapentinoids","Eastern Asia",0.0329653106341344
"1343",2018,"Gabapentin","COLOMBIA",264229,49661.056,"Gabapentinoids","Central and South America and the Caribbean",0.0145671404094413
"1344",2018,"Gabapentin","CROATIA",184755,4156.407,"Gabapentinoids","Southern Europe",0.121699251824134
"1345",2018,"Gabapentin","CZECH REPUBLIC",8176459,10665.679,"Gabapentinoids","Eastern Europe",2.09887478416549
"1346",2018,"Gabapentin","ECUADOR",319236,17084.359,"Gabapentinoids","Central and South America and the Caribbean",0.0511591060502126
"1347",2018,"Gabapentin","EGYPT",5920267,98423.602,"Gabapentinoids","Northern Africa",0.164684154375718
"1348",2018,"Gabapentin","ESTONIA",619963,1322.913,"Gabapentinoids","Northern Europe",1.28305201290091
"1349",2018,"Gabapentin","FINLAND",6247317,5522.585,"Gabapentinoids","Northern Europe",3.09714051769484
"1350",2018,"Gabapentin","FRANCE",32084204,64990.512,"Gabapentinoids","Western Europe",1.35160903449887
"1351",2018,"Gabapentin","GERMANY",50856661.8888889,83124.413,"Gabapentinoids","Western Europe",1.67505485763136
"1352",2018,"Gabapentin","GREECE",3800259,10522.244,"Gabapentinoids","Southern Europe",0.988813992001692
"1353",2018,"Gabapentin","HUNGARY",2874565,9707.502,"Gabapentinoids","Eastern Europe",0.810726595566232
"1354",2018,"Gabapentin","INDIA",54945672.3611111,1352642.283,"Gabapentinoids","Southern Asia",0.111214216954484
"1355",2018,"Gabapentin","IRELAND",2207951,4818.694,"Gabapentinoids","Northern Europe",1.25449766747984
"1356",2018,"Gabapentin","ITALY",12698023,60627.291,"Gabapentinoids","Southern Europe",0.573426450236273
"1357",2018,"Gabapentin","JAPAN",3868261,127202.19,"Gabapentinoids","Eastern Asia",0.0832589550831036
"1358",2018,"Gabapentin","JORDAN",1211585,9965.322,"Gabapentinoids","Western Asia",0.332868214988682
"1359",2018,"Gabapentin","KAZAKHSTAN",176200,18319.616,"Gabapentinoids","Central Asia",0.026332937802445
"1360",2018,"Gabapentin","KUWAIT",1384982,4137.314,"Gabapentinoids","Western Asia",0.9165062305795
"1361",2018,"Gabapentin","LATVIA",1657625,1928.461,"Gabapentinoids","Northern Europe",2.35334285267882
"1362",2018,"Gabapentin","LEBANON",1249413,6859.408,"Gabapentinoids","Western Asia",0.498688278274609
"1363",2018,"Gabapentin","LITHUANIA",609453,2801.27,"Gabapentinoids","Northern Europe",0.59565531911241
"1364",2018,"Gabapentin","LUXEMBOURG",141990,604.244,"Gabapentinoids","Western Europe",0.643361677178238
"1365",2018,"Gabapentin","MEXICO",4624243.66666667,126190.782,"Gabapentinoids","Central and South America and the Caribbean",0.100328161550453
"1366",2018,"Gabapentin","MOROCCO",529428,36029.089,"Gabapentinoids","Northern Africa",0.0402312383343851
"1367",2018,"Gabapentin","NETHERLANDS",5065267,17059.56,"Gabapentinoids","Western Europe",0.81291341880941
"1368",2018,"Gabapentin","NEW ZEALAND",6914051,4743.131,"Gabapentinoids","Australia and New Zealand",3.99095870905136
"1369",2018,"Gabapentin","NORWAY",6228868,5337.96,"Gabapentinoids","Northern Europe",3.19479935345
"1370",2018,"Gabapentin","PAKISTAN",2543063,212228.288,"Gabapentinoids","Southern Asia",0.0328067813291531
"1371",2018,"Gabapentin","PERU",821273,31989.265,"Gabapentinoids","Central and South America and the Caribbean",0.0702899216190288
"1372",2018,"Gabapentin","PHILIPPINES",1162952,106651.394,"Gabapentinoids","South-eastern Asia",0.0298541718882442
"1373",2018,"Gabapentin","POLAND",7039486,37921.585,"Gabapentinoids","Eastern Europe",0.508234618518857
"1374",2018,"Gabapentin","PORTUGAL",5546513,10256.192,"Gabapentinoids","Southern Europe",1.48062019342934
"1375",2018,"Gabapentin","PUERTO RICO",15459437,3039.598,"Gabapentinoids","Central and South America and the Caribbean",13.924746548415
"1376",2018,"Gabapentin","ROMANIA",9915743,19506.11,"Gabapentinoids","Eastern Europe",1.39176005762039
"1377",2018,"Gabapentin","RUSSIA",11188056,145734.034,"Gabapentinoids","Eastern Europe",0.210185823347743
"1378",2018,"Gabapentin","SAUDI ARABIA",9613710,33702.757,"Gabapentinoids","Western Asia",0.780971820517822
"1379",2018,"Gabapentin","SERBIA",342831,8802.741,"Gabapentinoids","Southern Europe",0.106628165386586
"1380",2018,"Gabapentin","SLOVAKIA",3409381,5453.017,"Gabapentinoids","Eastern Europe",1.71178201984025
"1381",2018,"Gabapentin","SLOVENIA",281819,2077.836,"Gabapentinoids","Southern Europe",0.371337473688386
"1382",2018,"Gabapentin","SOUTH AFRICA",1397870,57792.52,"Gabapentinoids","Southern Africa",0.0662224017884728
"1383",2018,"Gabapentin","SOUTH KOREA",17395568,51171.7,"Gabapentinoids","Eastern Asia",0.930718923573186
"1384",2018,"Gabapentin","SPAIN",37893616,46692.863,"Gabapentinoids","Southern Europe",2.22190415680618
"1385",2018,"Gabapentin","SWEDEN",16154309,9971.63,"Gabapentinoids","Northern Europe",4.43539196813612
"1386",2018,"Gabapentin","SWITZERLAND",1603229,8525.614,"Gabapentinoids","Western Europe",0.514848758060477
"1387",2018,"Gabapentin","TAIWAN",2243175,23726.46,"Gabapentinoids","Eastern Asia",0.258845122256968
"1388",2018,"Gabapentin","THAILAND",17911986,69428.454,"Gabapentinoids","South-eastern Asia",0.706343611931776
"1389",2018,"Gabapentin","TUNISIA",383789,11565.203,"Gabapentinoids","Northern Africa",0.0908550429890977
"1390",2018,"Gabapentin","TÜRKIYE",75713621,82340.09,"Gabapentinoids","Western Asia",2.51751724890599
"1391",2018,"Gabapentin","UNITED ARAB EMIRATES",199014,9630.966,"Gabapentinoids","Western Asia",0.0565748686632585
"1392",2018,"Gabapentin","UNITED KINGDOM",149635936,67141.678,"Gabapentinoids","Northern Europe",6.10173706353971
"1393",2018,"Gabapentin","UNITED STATES",1396301632,327096.263,"Gabapentinoids","Northern America",11.6872797236605
"1394",2018,"Gabapentin","URUGUAY",384206,3449.29,"Gabapentinoids","Central and South America and the Caribbean",0.304960933850409
"1395",2018,"Gabapentin","VENEZUELA",271943,28887.117,"Gabapentinoids","Central and South America and the Caribbean",0.0257740970345038
"1396",2018,"Gabapentin Enacarbil","JAPAN",2949212,127202.19,"Gabapentinoids","Eastern Asia",0.0634776995240368
"1397",2018,"Gabapentin Enacarbil","PUERTO RICO",0,3039.598,"Gabapentinoids","Central and South America and the Caribbean",0
"1398",2018,"Gabapentin Enacarbil","UNITED STATES",5618655,327096.263,"Gabapentinoids","Northern America",0.0470290882362472
"1399",2018,"Pregabalin","ALGERIA",44013757,42228.415,"Gabapentinoids","Northern Africa",2.85360223079865
"1400",2018,"Pregabalin","ARGENTINA",20485569,44361.15,"Gabapentinoids","Central and South America and the Caribbean",1.26431418508084
"1401",2018,"Pregabalin","AUSTRALIA",79464914,24898.153,"Gabapentinoids","Australia and New Zealand",8.73812115076507
"1402",2018,"Pregabalin","AUSTRIA",12949311,8891.383,"Gabapentinoids","Western Europe",3.98737534016568
"1403",2018,"Pregabalin","BELARUS",229166,9452.615,"Gabapentinoids","Eastern Europe",0.0663755281986958
"1404",2018,"Pregabalin","BELGIUM",19917937,11482.18,"Gabapentinoids","Western Europe",4.74930191771054
"1405",2018,"Pregabalin","BOSNIA AND HERZEGOVINA",204254,3323.929,"Gabapentinoids","Southern Europe",0.168239747201243
"1406",2018,"Pregabalin","BRAZIL",39144224,209469.32,"Gabapentinoids","Central and South America and the Caribbean",0.511631223560927
"1407",2018,"Pregabalin","BULGARIA",2435005,7051.61,"Gabapentinoids","Eastern Europe",0.94541251656297
"1408",2018,"Pregabalin","CANADA",82208683,37074.558,"Gabapentinoids","Northern America",6.07087770164767
"1409",2018,"Pregabalin","CHILE",6201982,18729.166,"Gabapentinoids","Central and South America and the Caribbean",0.906612782463412
"1410",2018,"Pregabalin","CHINA",5636819,1427647.789,"Gabapentinoids","Eastern Asia",0.0108099276691215
"1411",2018,"Pregabalin","COLOMBIA",3282472,49661.056,"Gabapentinoids","Central and South America and the Caribbean",0.180965111755559
"1412",2018,"Pregabalin","CROATIA",1912632,4156.407,"Gabapentinoids","Southern Europe",1.25986243086734
"1413",2018,"Pregabalin","CZECH REPUBLIC",15410225,10665.679,"Gabapentinoids","Eastern Europe",3.95576283949037
"1414",2018,"Pregabalin","ECUADOR",3097226,17084.359,"Gabapentinoids","Central and South America and the Caribbean",0.496345378953112
"1415",2018,"Pregabalin","EGYPT",136237779.5,98423.602,"Gabapentinoids","Northern Africa",3.78972831985162
"1416",2018,"Pregabalin","ESTONIA",829641,1322.913,"Gabapentinoids","Northern Europe",1.71699368355067
"1417",2018,"Pregabalin","FINLAND",10459646,5522.585,"Gabapentinoids","Northern Europe",5.18542494759667
"1418",2018,"Pregabalin","FRANCE",110766485,64990.512,"Gabapentinoids","Western Europe",4.66625202375858
"1419",2018,"Pregabalin","GERMANY",121097768,83124.413,"Gabapentinoids","Western Europe",3.98857095614908
"1420",2018,"Pregabalin","GREECE",14009307,10522.244,"Gabapentinoids","Southern Europe",3.6451722842699
"1421",2018,"Pregabalin","HUNGARY",4751080,9707.502,"Gabapentinoids","Eastern Europe",1.33996862609223
"1422",2018,"Pregabalin","INDIA",198476350.125,1352642.283,"Gabapentinoids","Southern Asia",0.401731217666539
"1423",2018,"Pregabalin","IRELAND",12847481,4818.694,"Gabapentinoids","Northern Europe",7.29958905224418
"1424",2018,"Pregabalin","ITALY",51116662,60627.291,"Gabapentinoids","Southern Europe",2.30836296631274
"1425",2018,"Pregabalin","JAPAN",185162382,127202.19,"Gabapentinoids","Eastern Asia",3.98536356414897
"1426",2018,"Pregabalin","JORDAN",1158926,9965.322,"Gabapentinoids","Western Asia",0.318400796414592
"1427",2018,"Pregabalin","KAZAKHSTAN",524147,18319.616,"Gabapentinoids","Central Asia",0.0783333164037352
"1428",2018,"Pregabalin","KUWAIT",3488544,4137.314,"Gabapentinoids","Western Asia",2.30852986656197
"1429",2018,"Pregabalin","LATVIA",201521,1928.461,"Gabapentinoids","Northern Europe",0.286100900393447
"1430",2018,"Pregabalin","LEBANON",2680878,6859.408,"Gabapentinoids","Western Asia",1.07004043825723
"1431",2018,"Pregabalin","LITHUANIA",1448993,2801.27,"Gabapentinoids","Northern Europe",1.41618859502972
"1432",2018,"Pregabalin","LUXEMBOURG",834354,604.244,"Gabapentinoids","Western Europe",3.78048727938849
"1433",2018,"Pregabalin","MEXICO",14392681,126190.782,"Gabapentinoids","Central and South America and the Caribbean",0.312265384049932
"1434",2018,"Pregabalin","MOROCCO",2117200,36029.089,"Gabapentinoids","Northern Africa",0.160886046453078
"1435",2018,"Pregabalin","NETHERLANDS",20194046,17059.56,"Gabapentinoids","Western Europe",3.24089746373774
"1436",2018,"Pregabalin","NEW ZEALAND",1793334,4743.131,"Gabapentinoids","Australia and New Zealand",1.03515608223571
"1437",2018,"Pregabalin","NORWAY",6701525,5337.96,"Gabapentinoids","Northern Europe",3.43722611189208
"1438",2018,"Pregabalin","PAKISTAN",28412022.25,212228.288,"Gabapentinoids","Southern Asia",0.366529260610052
"1439",2018,"Pregabalin","PERU",2171977,31989.265,"Gabapentinoids","Central and South America and the Caribbean",0.185892015308349
"1440",2018,"Pregabalin","PHILIPPINES",4970023,106651.394,"Gabapentinoids","South-eastern Asia",0.127585593326747
"1441",2018,"Pregabalin","POLAND",16225300,37921.585,"Gabapentinoids","Eastern Europe",1.17142915773311
"1442",2018,"Pregabalin","PORTUGAL",13754059,10256.192,"Gabapentinoids","Southern Europe",3.67159285428855
"1443",2018,"Pregabalin","PUERTO RICO",1330609,3039.598,"Gabapentinoids","Central and South America and the Caribbean",1.19851667819727
"1444",2018,"Pregabalin","ROMANIA",1743806,19506.11,"Gabapentinoids","Eastern Europe",0.244758213180674
"1445",2018,"Pregabalin","RUSSIA",15693140,145734.034,"Gabapentinoids","Eastern Europe",0.294821151396758
"1446",2018,"Pregabalin","SAUDI ARABIA",4366340,33702.757,"Gabapentinoids","Western Asia",0.354700578527934
"1447",2018,"Pregabalin","SERBIA",5945685,8802.741,"Gabapentinoids","Southern Europe",1.8492419982923
"1448",2018,"Pregabalin","SLOVAKIA",6872957,5453.017,"Gabapentinoids","Eastern Europe",3.4507742653975
"1449",2018,"Pregabalin","SLOVENIA",2753825,2077.836,"Gabapentinoids","Southern Europe",3.62856449877375
"1450",2018,"Pregabalin","SOUTH AFRICA",6493453,57792.52,"Gabapentinoids","Southern Africa",0.307619487907004
"1451",2018,"Pregabalin","SOUTH KOREA",40534899,51171.7,"Gabapentinoids","Eastern Asia",2.16874766977588
"1452",2018,"Pregabalin","SPAIN",87085208,46692.863,"Gabapentinoids","Southern Europe",5.10626870899655
"1453",2018,"Pregabalin","SWEDEN",11768773,9971.63,"Gabapentinoids","Northern Europe",3.23128158802814
"1454",2018,"Pregabalin","SWITZERLAND",11556292,8525.614,"Gabapentinoids","Western Europe",3.71109965200494
"1455",2018,"Pregabalin","TAIWAN",3314947,23726.46,"Gabapentinoids","Eastern Asia",0.382519358271364
"1456",2018,"Pregabalin","THAILAND",5891422,69428.454,"Gabapentinoids","South-eastern Asia",0.232323110061292
"1457",2018,"Pregabalin","TUNISIA",8203127,11565.203,"Gabapentinoids","Northern Africa",1.94194063985687
"1458",2018,"Pregabalin","TÜRKIYE",107691197,82340.09,"Gabapentinoids","Western Asia",3.58078827061822
"1459",2018,"Pregabalin","UNITED ARAB EMIRATES",2136617,9630.966,"Gabapentinoids","Western Asia",0.607388556376362
"1460",2018,"Pregabalin","UNITED KINGDOM",190943952,67141.678,"Gabapentinoids","Northern Europe",7.78616300416731
"1461",2018,"Pregabalin","UNITED STATES",301021036,327096.263,"Gabapentinoids","Northern America",2.5195967474441
"1462",2018,"Pregabalin","URUGUAY",1556205,3449.29,"Gabapentinoids","Central and South America and the Caribbean",1.23522727407348
"1463",2018,"Pregabalin","VENEZUELA",4140757,28887.117,"Gabapentinoids","Central and South America and the Caribbean",0.39245089123199
"1464",2008,"Gabapentinoids","ALGERIA",899628,34730.604,"Gabapentinoids","Northern Africa",0.0709186407448047
"1465",2008,"Gabapentinoids","ARGENTINA",3089171,40080.159,"Gabapentinoids","Central and South America and the Caribbean",0.211019353838782
"1466",2008,"Gabapentinoids","AUSTRALIA",10023676,21332.293,"Gabapentinoids","Australia and New Zealand",1.2864687929496
"1467",2008,"Gabapentinoids","AUSTRIA",6696164,8341.525,"Gabapentinoids","Western Europe",2.19781129687505
"1468",2008,"Gabapentinoids","BELARUS",19333,9452.855,"Gabapentinoids","Eastern Europe",0.0055994584987948
"1469",2008,"Gabapentinoids","BELGIUM",5122934,10778.764,"Gabapentinoids","Western Europe",1.30124649582511
"1470",2008,"Gabapentinoids","BOSNIA AND HERZEGOVINA",0,3754.261,"Gabapentinoids","Southern Europe",0
"1471",2008,"Gabapentinoids","BRAZIL",3663753,192030.362,"Gabapentinoids","Central and South America and the Caribbean",0.0522355367684387
"1472",2008,"Gabapentinoids","BULGARIA",289457,7524.084,"Gabapentinoids","Eastern Europe",0.10532711693422
"1473",2008,"Gabapentinoids","CANADA",50247568,33337.638,"Gabapentinoids","Northern America",4.12657740180255
"1474",2008,"Gabapentinoids","CHILE",1289722,16708.255,"Gabapentinoids","Central and South America and the Caribbean",0.211336635266914
"1475",2008,"Gabapentinoids","CHINA",463509,1353569.48,"Gabapentinoids","Eastern Asia",0.000937534791707045
"1476",2008,"Gabapentinoids","COLOMBIA",1415563,44254.972,"Gabapentinoids","Central and South America and the Caribbean",0.0875743469860308
"1477",2008,"Gabapentinoids","CROATIA",502304,4352.639,"Gabapentinoids","Southern Europe",0.315953930886435
"1478",2008,"Gabapentinoids","CZECH REPUBLIC",4347071,10425.267,"Gabapentinoids","Eastern Europe",1.14161409574154
"1479",2008,"Gabapentinoids","ECUADOR",1033970,14535.74,"Gabapentinoids","Central and South America and the Caribbean",0.194751390598
"1480",2008,"Gabapentinoids","EGYPT",3096041,79636.081,"Gabapentinoids","Northern Africa",0.106440424772325
"1481",2008,"Gabapentinoids","ESTONIA",98861,1340.067,"Gabapentinoids","Northern Europe",0.201979950753706
"1482",2008,"Gabapentinoids","FINLAND",8462943,5319.452,"Gabapentinoids","Northern Europe",4.35576355496846
"1483",2008,"Gabapentinoids","FRANCE",80584863,62209.207,"Gabapentinoids","Western Europe",3.54657037495242
"1484",2008,"Gabapentinoids","GERMANY",82454539,81065.751,"Gabapentinoids","Western Europe",2.78475461855358
"1485",2008,"Gabapentinoids","GREECE",9066790,11040.312,"Gabapentinoids","Southern Europe",2.24844353477161
"1486",2008,"Gabapentinoids","HUNGARY",2632291,9991.867,"Gabapentinoids","Eastern Europe",0.72126860638865
"1487",2008,"Gabapentinoids","INDIA",50604930.9722222,1200669.762,"Gabapentinoids","Southern Asia",0.115392886936936
"1488",2008,"Gabapentinoids","IRELAND",4633299,4415.871,"Gabapentinoids","Northern Europe",2.87265667728255
"1489",2008,"Gabapentinoids","ITALY",32104892,58922.116,"Gabapentinoids","Southern Europe",1.49177269589217
"1490",2008,"Gabapentinoids","JAPAN",4768296,128538.644,"Gabapentinoids","Eastern Asia",0.101563876439204
"1491",2008,"Gabapentinoids","JORDAN",302940,6556.473,"Gabapentinoids","Western Asia",0.126501629375092
"1492",2008,"Gabapentinoids","KAZAKHSTAN",0,15862.126,"Gabapentinoids","Central Asia",0
"1493",2008,"Gabapentinoids","KUWAIT",113997,2656.01,"Gabapentinoids","Western Asia",0.117509638962466
"1494",2008,"Gabapentinoids","LATVIA",330202,2171.248,"Gabapentinoids","Northern Europe",0.416370587612559
"1495",2008,"Gabapentinoids","LEBANON",699844,4764.745,"Gabapentinoids","Western Asia",0.402134520581831
"1496",2008,"Gabapentinoids","LITHUANIA",407117,3212.867,"Gabapentinoids","Northern Europe",0.346925533769328
"1497",2008,"Gabapentinoids","LUXEMBOURG",576454,485.403,"Gabapentinoids","Western Europe",3.25141179112088
"1498",2008,"Gabapentinoids","MEXICO",11283460,110815.272,"Gabapentinoids","Central and South America and the Caribbean",0.278774119171711
"1499",2008,"Gabapentinoids","MOROCCO",271689,31536.807,"Gabapentinoids","Northern Africa",0.0235865331105059
"1500",2008,"Gabapentinoids","NETHERLANDS",0,16568.105,"Gabapentinoids","Western Europe",0
"1501",2008,"Gabapentinoids","NEW ZEALAND",1542116,4278.156,"Gabapentinoids","Australia and New Zealand",0.986893302733469
"1502",2008,"Gabapentinoids","NORWAY",5977024,4771.014,"Gabapentinoids","Northern Europe",3.42992073867473
"1503",2008,"Gabapentinoids","PAKISTAN",6101077,171648.984,"Gabapentinoids","Southern Asia",0.097313937301275
"1504",2008,"Gabapentinoids","PERU",518264,28562.321,"Gabapentinoids","Central and South America and the Caribbean",0.0496783682370292
"1505",2008,"Gabapentinoids","PHILIPPINES",1759632,90901.967,"Gabapentinoids","South-eastern Asia",0.0529978614903111
"1506",2008,"Gabapentinoids","POLAND",2119380,38356.786,"Gabapentinoids","Eastern Europe",0.151278217138215
"1507",2008,"Gabapentinoids","PORTUGAL",12083859,10595.312,"Gabapentinoids","Southern Europe",3.1224944461044
"1508",2008,"Gabapentinoids","PUERTO RICO",6601154,3608.03,"Gabapentinoids","Central and South America and the Caribbean",5.00909767238083
"1509",2008,"Gabapentinoids","ROMANIA",2365276,20829.521,"Gabapentinoids","Eastern Europe",0.310893983514295
"1510",2008,"Gabapentinoids","RUSSIA",1514240,143248.764,"Gabapentinoids","Eastern Europe",0.0289410048655422
"1511",2008,"Gabapentinoids","SAUDI ARABIA",3419097,25888.535,"Gabapentinoids","Western Asia",0.361587761251496
"1512",2008,"Gabapentinoids","SERBIA",0,9060.105,"Gabapentinoids","Southern Europe",0
"1513",2008,"Gabapentinoids","SLOVAKIA",2783073,5399.362,"Gabapentinoids","Eastern Europe",1.41121091782624
"1514",2008,"Gabapentinoids","SLOVENIA",1131180,2023.049,"Gabapentinoids","Southern Europe",1.53085864622562
"1515",2008,"Gabapentinoids","SOUTH AFRICA",2107519,49779.472,"Gabapentinoids","Southern Africa",0.115912690939065
"1516",2008,"Gabapentinoids","SOUTH KOREA",17028543,49182.458,"Gabapentinoids","Eastern Asia",0.947931676295293
"1517",2008,"Gabapentinoids","SPAIN",64529628,46068.811,"Gabapentinoids","Southern Europe",3.83496966772469
"1518",2008,"Gabapentinoids","SWEDEN",11462640,9236.433,"Gabapentinoids","Northern Europe",3.39774000922346
"1519",2008,"Gabapentinoids","SWITZERLAND",5463613,7622.826,"Gabapentinoids","Western Europe",1.96233747859851
"1520",2008,"Gabapentinoids","TAIWAN",1471366,23019.042,"Gabapentinoids","Eastern Asia",0.175002094407726
"1521",2008,"Gabapentinoids","THAILAND",0,66530.98,"Gabapentinoids","South-eastern Asia",0
"1522",2008,"Gabapentinoids","TUNISIA",465370,10414.425,"Gabapentinoids","Northern Africa",0.122341235431401
"1523",2008,"Gabapentinoids","TÜRKIYE",35670869,70418.612,"Gabapentinoids","Western Asia",1.3868708001421
"1524",2008,"Gabapentinoids","UNITED ARAB EMIRATES",803043,7089.486,"Gabapentinoids","Western Asia",0.310122893204236
"1525",2008,"Gabapentinoids","UNITED KINGDOM",69129959,62145.098,"Gabapentinoids","Northern Europe",3.04557428910258
"1526",2008,"Gabapentinoids","UNITED STATES",738591065,303486.022,"Gabapentinoids","Northern America",6.66308159879267
"1527",2008,"Gabapentinoids","URUGUAY",309709,3340.221,"Gabapentinoids","Central and South America and the Caribbean",0.25385656500929
"1528",2008,"Gabapentinoids","VENEZUELA",6856990,27635.827,"Gabapentinoids","Central and South America and the Caribbean",0.679314408389405
"1529",2009,"Gabapentinoids","ALGERIA",3552523,35333.882,"Gabapentinoids","Northern Africa",0.275267741366626
"1530",2009,"Gabapentinoids","ARGENTINA",4310994,40482.786,"Gabapentinoids","Central and South America and the Caribbean",0.291552521020213
"1531",2009,"Gabapentinoids","AUSTRALIA",11751775,21750.852,"Gabapentinoids","Australia and New Zealand",1.47923430465847
"1532",2009,"Gabapentinoids","AUSTRIA",7765289,8372.658,"Gabapentinoids","Western Europe",2.53924173195158
"1533",2009,"Gabapentinoids","BELARUS",48432,9433.159,"Gabapentinoids","Eastern Europe",0.0140567533444928
"1534",2009,"Gabapentinoids","BELGIUM",6260243,10859.934,"Gabapentinoids","Western Europe",1.57824266935584
"1535",2009,"Gabapentinoids","BOSNIA AND HERZEGOVINA",0,3735.945,"Gabapentinoids","Southern Europe",0
"1536",2009,"Gabapentinoids","BRAZIL",5234815,193886.505,"Gabapentinoids","Central and South America and the Caribbean",0.0739202677785178
"1537",2009,"Gabapentinoids","BULGARIA",617169,7473.509,"Gabapentinoids","Eastern Europe",0.226094145660831
"1538",2009,"Gabapentinoids","CANADA",59024699,33746.093,"Gabapentinoids","Northern America",4.78872676067672
"1539",2009,"Gabapentinoids","CHILE",1395453,16886.184,"Gabapentinoids","Central and South America and the Caribbean",0.226252544355543
"1540",2009,"Gabapentinoids","CHINA",982318,1361169.41,"Gabapentinoids","Eastern Asia",0.0019758305540484
"1541",2009,"Gabapentinoids","COLOMBIA",1372891,44750.054,"Gabapentinoids","Central and South America and the Caribbean",0.0839947747324859
"1542",2009,"Gabapentinoids","CROATIA",572649,4341.261,"Gabapentinoids","Southern Europe",0.361145647635655
"1543",2009,"Gabapentinoids","CZECH REPUBLIC",5673678,10488.155,"Gabapentinoids","Eastern Europe",1.48106924222936
"1544",2009,"Gabapentinoids","ECUADOR",1305934,14774.412,"Gabapentinoids","Central and South America and the Caribbean",0.24200302725026
"1545",2009,"Gabapentinoids","EGYPT",4441118,81134.789,"Gabapentinoids","Northern Africa",0.149863191386947
"1546",2009,"Gabapentinoids","ESTONIA",124118,1336.14,"Gabapentinoids","Northern Europe",0.254327064527117
"1547",2009,"Gabapentinoids","FINLAND",9691237,5342.266,"Gabapentinoids","Northern Europe",4.96664914265477
"1548",2009,"Gabapentinoids","FRANCE",88065812,62542.883,"Gabapentinoids","Western Europe",3.85513172943479
"1549",2009,"Gabapentinoids","GERMANY",95045394,80899.961,"Gabapentinoids","Western Europe",3.21656652932355
"1550",2009,"Gabapentinoids","GREECE",10502110,10959.268,"Gabapentinoids","Southern Europe",2.62364330629089
"1551",2009,"Gabapentinoids","HUNGARY",3038697,9959.439,"Gabapentinoids","Eastern Europe",0.835338112247683
"1552",2009,"Gabapentinoids","INDIA",69784940.0555556,1217726.217,"Gabapentinoids","Southern Asia",0.156899597293526
"1553",2009,"Gabapentinoids","IRELAND",5758009,4494.572,"Gabapentinoids","Northern Europe",3.50746844704317
"1554",2009,"Gabapentinoids","ITALY",35736329,59105.622,"Gabapentinoids","Southern Europe",1.65535414688406
"1555",2009,"Gabapentinoids","JAPAN",6939807,128555.196,"Gabapentinoids","Eastern Asia",0.147797651504455
"1556",2009,"Gabapentinoids","JORDAN",390481,6893.258,"Gabapentinoids","Western Asia",0.155090483079283
"1557",2009,"Gabapentinoids","KAZAKHSTAN",0,16043.015,"Gabapentinoids","Central Asia",0
