"","Year","Drug","Income","DDD/TID","DDD/TID - lower","DDD/TID - upper"
"64","2018","Pregabalin","HIC","2.36906954390686","2.00178081153852","2.80374877784618"
"65","2018","Pregabalin","UMIC","0.356509337595366","0.197483873776946","0.643591323999662"
"66","2018","Pregabalin","LMIC","0.414397192593408","0.0794788862363905","2.16063713724603"
"67","2008","Gabapentinoids","HIC","1.07890479348241","0.844682687152067","1.3780743598806"
"68","2008","Gabapentinoids","UMIC","0.0961203643753598","0.0478233883831316","0.193192593833664"
"69","2008","Gabapentinoids","LMIC","0.0663145103465284","0.0475481728934168","0.0924875555651199"
"70","2009","Gabapentinoids","HIC","1.27931004195071","1.00634531489404","1.62631470451896"
"71","2009","Gabapentinoids","UMIC","0.144695853392313","0.0712914161873181","0.293680377086607"
"72","2009","Gabapentinoids","LMIC","0.0928270065922428","0.0607635419622422","0.14180959296663"
"73","2010","Gabapentinoids","HIC","1.53289528651791","1.19864390411814","1.96035532434262"
"74","2010","Gabapentinoids","UMIC","0.184533777417592","0.092469961813477","0.368257046290275"
"75","2010","Gabapentinoids","LMIC","0.111704539249395","0.0671800919246893","0.185738121688008"
"76","2011","Gabapentinoids","HIC","1.83008737602595","1.45262577874117","2.30563153491049"
"77","2011","Gabapentinoids","UMIC","0.188027369994169","0.0981321526730343","0.360272254341763"
"78","2011","Gabapentinoids","LMIC","0.133637000710235","0.0745418777180722","0.239581407197334"
"79","2012","Gabapentinoids","HIC","2.03729927589318","1.65747940272925","2.50415681348462"
"80","2012","Gabapentinoids","UMIC","0.233127585533841","0.12163760308403","0.446806495350729"
"81","2012","Gabapentinoids","LMIC","0.159661641275383","0.0794331569822298","0.320921900415614"
"82","2013","Gabapentinoids","HIC","2.39302181618353","1.94691902431997","2.94134134044458"
"83","2013","Gabapentinoids","UMIC","0.299685091304542","0.163737467261103","0.548507042722206"
"84","2013","Gabapentinoids","LMIC","0.183869242330179","0.0840312004955264","0.402325541890528"
"85","2014","Gabapentinoids","HIC","2.71304742570259","2.22119833074748","3.31380869156085"
"86","2014","Gabapentinoids","UMIC","0.363130472716367","0.200290289431732","0.658363121793566"
"87","2014","Gabapentinoids","LMIC","0.204355863523651","0.0871262034337454","0.479319852244616"
"88","2015","Gabapentinoids","HIC","3.00132284751595","2.4352913820211","3.69891623709742"
"89","2015","Gabapentinoids","UMIC","0.429428998366931","0.229978218575385","0.801855348653282"
"90","2015","Gabapentinoids","LMIC","0.234415457342291","0.0908377992193265","0.604931065187061"
"91","2016","Gabapentinoids","HIC","3.40992853214677","2.75899956977822","4.21443073848804"
"92","2016","Gabapentinoids","UMIC","0.456976298093058","0.231726916502217","0.901178594920961"
"93","2016","Gabapentinoids","LMIC","0.268100940922816","0.0892597760170913","0.805268820189916"
"94","2017","Gabapentinoids","HIC","3.78045321917332","3.050180115174","4.68556806572145"
"95","2017","Gabapentinoids","UMIC","0.546687681279477","0.279939604595994","1.06761392799012"
"96","2017","Gabapentinoids","LMIC","0.327074557737819","0.0889832272971757","1.20222394229553"
"97","2018","Gabapentinoids","HIC","3.98977075035739","3.23340943766205","4.92306061057249"
"98","2018","Gabapentinoids","UMIC","0.606108436145257","0.315148483279253","1.1656963490474"
"99","2018","Gabapentinoids","LMIC","0.476914485408162","0.0974828099456975","2.33320548021575"
