"","Drug","Region","Country","expcoef","explower","expupper","p-value"
"230","Pregabalin","Southern Europe","Southern Europe",24.4661953500486,17.3244716590167,32.0426469078063,0.000000000202882488586908
"231","Pregabalin","Northern Europe","Northern Europe",14.1069042286069,10.1669256771265,18.1877910507929,0.0000000000910671538179031
"232","Pregabalin","Southern Asia","Southern Asia",20.1895378056109,13.4197587679743,27.3633902491183,0.00000237327138208343
"233","Pregabalin","Western Asia","Western Asia",21.0050119081599,12.3867917696672,30.2841079128109,0.00000299476277998423
"234","Pregabalin","South-eastern Asia","South-eastern Asia",15.4763805472755,14.4756937200904,16.4858148569484,0.0000000000346400685913295
"235","Pregabalin","Southern Africa","Southern Africa",16.9288930304609,5.03565082127559,30.168813335515,0.00925553581327065
"236","Pregabalin","Eastern Asia","Eastern Asia",42.6862841297814,17.6007044464089,73.1229058074441,0.000884261716603829
"237","Pregabalin","Central Asia","Central Asia",34.6610407950649,-1.31181124632602,83.7463645550497,0.0576111482641025
"Year","Gabapentinoids","Multinational","Multinational",17.4909047401739,15.6462135453145,19.3650208984633,0
"Year1","Gabapentin","Multinational","Multinational",8.84401550031795,6.88949690924792,10.8342732709454,0
"Year2","Pregabalin","Multinational","Multinational",22.459342710803,19.5660704696383,25.4226266553599,0
"Year3","Gabapentin Enacarbil","Multinational","Multinational",34.8964227550983,12.514905762765,61.7300814390784,0.0032729405274432
